User ID,Gender,Age,EstimatedSalary,Purchased,Age_Z-score Normalization,EstimatedSalary_Z-score Normalization
15757837,Male,35,38000,0,-0.25358735848624026,-0.9321139601174058
15697574,Female,33,69000,0,-0.4446136172329372,-0.02180340601361499
15578738,Female,18,86000,0,-1.8773105578331641,0.4773991559142703
15762228,Female,22,55000,0,-1.4952580403397702,-0.4329113981895205
15614827,Female,35,71000,0,-0.25358735848624026,0.036926307154371514
15789815,Male,29,148000,1,-0.826666134726331,2.298020264121852
15579781,Female,29,47000,0,-0.826666134726331,-0.6678302508614665
15587013,Male,21,88000,0,-1.5907711697131186,0.5361288690822568
15570932,Male,34,115000,0,-0.34910048785958875,1.3289799968500746
15794661,Female,26,118000,0,-1.1132055228463764,1.4170745666020543
15581654,Female,34,43000,0,-0.34910048785958875,-0.7852896771974396
15644296,Female,34,72000,0,-0.34910048785958875,0.06629116373836477
15614420,Female,23,28000,0,-1.3997449109664217,-1.2257625259573384
15609653,Female,35,47000,0,-0.25358735848624026,-0.6678302508614665
15594577,Male,25,22000,0,-1.2087186522197249,-1.4019516654612978
15584114,Male,24,23000,0,-1.3042317815930733,-1.3725868088773046
15673367,Female,31,34000,0,-0.6356398759796341,-1.0495733864533787
15685576,Male,26,16000,0,-1.1132055228463764,-1.5781408049652574
15774727,Female,31,71000,0,-0.6356398759796341,0.036926307154371514
15694288,Female,32,117000,1,-0.5401267466062857,1.387709710018061
15603319,Male,33,43000,0,-0.4446136172329372,-0.7852896771974396
15759066,Female,33,60000,0,-0.4446136172329372,-0.28608711526955427
15814816,Male,31,66000,0,-0.6356398759796341,-0.10989797576559475
15724402,Female,20,82000,0,-1.6862842990864673,0.3599397295782973
15571059,Female,33,41000,0,-0.4446136172329372,-0.8440193903654261
15674206,Male,35,72000,0,-0.25358735848624026,0.06629116373836477
15715160,Male,28,32000,0,-0.9221792640996795,-1.1083030996213654
15730448,Male,24,84000,0,-1.3042317815930733,0.4186694427462838
15662067,Female,19,26000,0,-1.7817974284598157,-1.2844922391253248
15779581,Male,29,43000,0,-0.826666134726331,-0.7852896771974396
15662901,Male,19,70000,0,-1.7817974284598157,0.007561450570378263
15689751,Male,28,89000,0,-0.9221792640996795,0.56549372566625
15667742,Male,34,43000,0,-0.34910048785958875,-0.7852896771974396
15738448,Female,30,79000,0,-0.7311530053529826,0.2718451598263175
15680243,Female,20,36000,0,-1.6862842990864673,-0.9908436732853924
15745083,Male,26,80000,0,-1.1132055228463764,0.3012100164103108
15708228,Male,35,22000,0,-0.25358735848624026,-1.4019516654612978
15628523,Male,35,39000,0,-0.25358735848624026,-0.9027491035334125
15708196,Male,49,74000,0,1.083596452740638,0.12502087690635127
15735549,Female,39,134000,1,0.12846515900715358,1.8869122719459464
15809347,Female,41,71000,0,0.3194914177538505,0.036926307154371514
15660866,Female,58,101000,1,1.9432146171007743,0.9178720046741691
15766609,Female,47,47000,0,0.8925701939939412,-0.6678302508614665
15654230,Female,55,130000,1,1.656675228980729,1.7694528456099734
15794566,Female,52,114000,0,1.3701358408606836,1.2996151402660814
15800890,Female,40,142000,1,0.22397828838050202,2.1218311246178923
15697424,Female,46,22000,0,0.7970570646205928,-1.4019516654612978
15724536,Female,48,96000,1,0.9880833233672897,0.7710477217542028
15735878,Male,52,150000,1,1.3701358408606836,2.3567499772898386
15707596,Female,59,42000,0,2.0387277464741227,-0.8146545337814328
15657163,Male,35,58000,0,-0.25358735848624026,-0.34481682843754075
15622478,Male,47,43000,0,0.8925701939939412,-0.7852896771974396
15779529,Female,60,108000,1,2.134240875847471,1.123426000762122
15636023,Male,49,65000,0,1.083596452740638,-0.139262832349588
15582066,Male,40,78000,0,0.22397828838050202,0.24248030324232428
15666675,Female,46,96000,0,0.7970570646205928,0.7710477217542028
15732987,Male,59,143000,1,2.0387277464741227,2.1511959812018855
15789432,Female,41,80000,0,0.3194914177538505,0.3012100164103108
15663161,Male,35,91000,1,-0.25358735848624026,0.6242234388342366
15694879,Male,37,144000,1,-0.06256109973954335,2.1805608377858787
15593715,Male,60,102000,1,2.134240875847471,0.9472368612581623
15575002,Female,35,60000,0,-0.25358735848624026,-0.28608711526955427
15622171,Male,37,53000,0,-0.06256109973954335,-0.49164111135750704
15795224,Female,36,126000,1,-0.15807422911289182,1.6519934192740005
15685346,Male,56,133000,1,1.7521883583540774,1.8575474153619531
15691808,Female,40,72000,0,0.22397828838050202,0.06629116373836477
15721007,Female,42,80000,1,0.415004547127199,0.3012100164103108
15794253,Female,35,147000,1,-0.25358735848624026,2.268655407537859
15694453,Male,39,42000,0,0.12846515900715358,-0.8146545337814328
15813113,Male,40,107000,1,0.22397828838050202,1.0940611441781285
15614187,Male,49,86000,1,1.083596452740638,0.4773991559142703
15619407,Female,38,112000,0,0.03295202963380511,1.240885427098095
15646227,Male,46,79000,1,0.7970570646205928,0.2718451598263175
15660541,Male,40,57000,0,0.22397828838050202,-0.37418168502153404
15753874,Female,37,80000,0,-0.06256109973954335,0.3012100164103108
15617877,Female,46,82000,0,0.7970570646205928,0.3599397295782973
15772073,Female,53,143000,1,1.465648970234032,2.1511959812018855
15701537,Male,42,149000,1,0.415004547127199,2.3273851207058454
15736228,Male,38,59000,0,0.03295202963380511,-0.3154519718535475
15780572,Female,50,88000,1,1.1791095821139865,0.5361288690822568
15769596,Female,56,104000,1,1.7521883583540774,1.0059665744261488
15586996,Female,41,72000,0,0.3194914177538505,0.06629116373836477
15722061,Female,51,146000,1,1.2746227114873352,2.2392905509538656
15638003,Female,35,50000,0,-0.25358735848624026,-0.5797356811094868
15775590,Female,57,122000,1,1.8477014877274258,1.5345339929380273
15730688,Male,41,52000,0,0.3194914177538505,-0.5210059679415002
15753102,Female,35,97000,1,-0.25358735848624026,0.8004125783381961
15810075,Female,44,39000,0,0.6060308058738959,-0.9027491035334125
15723373,Male,37,52000,0,-0.06256109973954335,-0.5210059679415002
15795298,Female,48,134000,1,0.9880833233672897,1.8869122719459464
15584320,Female,37,146000,1,-0.06256109973954335,2.2392905509538656
15724161,Female,50,44000,0,1.1791095821139865,-0.7559248206134463
15750056,Female,52,90000,1,1.3701358408606836,0.5948585822502434
15609637,Female,41,72000,0,0.3194914177538505,0.06629116373836477
15794493,Male,40,57000,0,0.22397828838050202,-0.37418168502153404
15569641,Female,58,95000,1,1.9432146171007743,0.7416828651702095
15815236,Female,45,131000,1,0.7015439352472443,1.7988177021939666
15811177,Female,35,77000,0,-0.25358735848624026,0.21311544665833101
15680587,Male,36,144000,1,-0.15807422911289182,2.1805608377858787
15672821,Female,55,125000,1,1.656675228980729,1.6226285626900072
15767681,Female,35,72000,0,-0.25358735848624026,0.06629116373836477
15600379,Male,48,90000,1,0.9880833233672897,0.5948585822502434
15801336,Female,42,108000,1,0.415004547127199,1.123426000762122
15721592,Male,40,75000,0,0.22397828838050202,0.1543857334903445
15581282,Male,37,74000,0,-0.06256109973954335,0.12502087690635127
15746203,Female,47,144000,1,0.8925701939939412,2.1805608377858787
15583137,Male,40,61000,0,0.22397828838050202,-0.25672225868556103
15680752,Female,43,133000,0,0.5105176765005474,1.8575474153619531
15688172,Female,59,76000,1,2.0387277464741227,0.18375059007433778
15791373,Male,60,42000,1,2.134240875847471,-0.8146545337814328
15589449,Male,39,106000,1,0.12846515900715358,1.0646962875941353
15692819,Female,57,26000,1,1.8477014877274258,-1.2844922391253248
15727467,Male,57,74000,1,1.8477014877274258,0.12502087690635127
15734312,Male,38,71000,0,0.03295202963380511,0.036926307154371514
15764604,Male,49,88000,1,1.083596452740638,0.5361288690822568
15613014,Female,52,38000,1,1.3701358408606836,-0.9321139601174058
15759684,Female,50,36000,1,1.1791095821139865,-0.9908436732853924
15609669,Female,59,88000,1,2.0387277464741227,0.5361288690822568
15685536,Male,35,61000,0,-0.25358735848624026,-0.25672225868556103
15750447,Male,37,70000,1,-0.06256109973954335,0.007561450570378263
15663249,Female,52,21000,1,1.3701358408606836,-1.431316522045291
15638646,Male,48,141000,0,0.9880833233672897,2.092466268033899
15734161,Female,37,93000,1,-0.06256109973954335,0.6829531520022231
15631070,Female,37,62000,0,-0.06256109973954335,-0.22735740210156777
15761950,Female,48,138000,1,0.9880833233672897,2.0043716982819193
15649668,Male,41,79000,0,0.3194914177538505,0.2718451598263175
15713912,Female,37,78000,1,-0.06256109973954335,0.24248030324232428
15586757,Male,39,134000,1,0.12846515900715358,1.8869122719459464
15596522,Male,49,89000,1,1.083596452740638,0.56549372566625
15625395,Male,55,39000,1,1.656675228980729,-0.9027491035334125
15760570,Male,37,77000,0,-0.06256109973954335,0.21311544665833101
15566689,Female,35,57000,0,-0.25358735848624026,-0.37418168502153404
15725794,Female,36,63000,0,-0.15807422911289182,-0.1979925455175745
15673539,Male,42,73000,1,0.415004547127199,0.09565602032235802
15705298,Female,43,112000,1,0.5105176765005474,1.240885427098095
15675791,Male,45,79000,0,0.7015439352472443,0.2718451598263175
15747043,Male,46,117000,1,0.7970570646205928,1.387709710018061
15736397,Female,58,38000,1,1.9432146171007743,-0.9321139601174058
15678201,Male,48,74000,1,0.9880833233672897,0.12502087690635127
15720745,Female,37,137000,1,-0.06256109973954335,1.975006841697926
15637593,Male,37,79000,1,-0.06256109973954335,0.2718451598263175
15598070,Female,40,60000,0,0.22397828838050202,-0.28608711526955427
15787550,Male,42,54000,0,0.415004547127199,-0.46227625477351375
15603942,Female,51,134000,0,1.2746227114873352,1.8869122719459464
15733973,Female,47,113000,1,0.8925701939939412,1.2702502836820881
15596761,Male,36,125000,1,-0.15807422911289182,1.6226285626900072
15652400,Female,38,50000,0,0.03295202963380511,-0.5797356811094868
15717893,Female,42,70000,0,0.415004547127199,0.007561450570378263
15622585,Male,39,96000,1,0.12846515900715358,0.7710477217542028
15733964,Female,38,50000,0,0.03295202963380511,-0.5797356811094868
15753861,Female,49,141000,1,1.083596452740638,2.092466268033899
15747097,Female,39,79000,0,0.12846515900715358,0.2718451598263175
15594762,Female,39,75000,1,0.12846515900715358,0.1543857334903445
15667417,Female,54,104000,1,1.5611620996073805,1.0059665744261488
15684861,Male,35,55000,0,-0.25358735848624026,-0.4329113981895205
15742204,Male,45,32000,1,0.7015439352472443,-1.1083030996213654
15623502,Male,36,60000,0,-0.15807422911289182,-0.28608711526955427
15774872,Female,52,138000,1,1.3701358408606836,2.0043716982819193
15611191,Female,53,82000,1,1.465648970234032,0.3599397295782973
15674331,Male,41,52000,0,0.3194914177538505,-0.5210059679415002
15619465,Female,48,30000,1,0.9880833233672897,-1.167032812789352
15575247,Female,48,131000,1,0.9880833233672897,1.7988177021939666
15695679,Female,41,60000,0,0.3194914177538505,-0.28608711526955427
15713463,Male,41,72000,0,0.3194914177538505,0.06629116373836477
15785170,Female,42,75000,0,0.415004547127199,0.1543857334903445
15796351,Male,36,118000,1,-0.15807422911289182,1.4170745666020543
15639576,Female,47,107000,1,0.8925701939939412,1.0940611441781285
15693264,Male,38,51000,0,0.03295202963380511,-0.5503708245254936
15589715,Female,48,119000,1,0.9880833233672897,1.4464394231860476
15769902,Male,42,65000,0,0.415004547127199,-0.139262832349588
15587177,Male,40,65000,0,0.22397828838050202,-0.139262832349588
15814553,Male,57,60000,1,1.8477014877274258,-0.28608711526955427
15601550,Female,36,54000,0,-0.15807422911289182,-0.46227625477351375
15664907,Male,58,144000,1,1.9432146171007743,2.1805608377858787
15612465,Male,35,79000,0,-0.25358735848624026,0.2718451598263175
15810800,Female,38,55000,0,0.03295202963380511,-0.4329113981895205
15665760,Male,39,122000,1,0.12846515900715358,1.5345339929380273
15588080,Female,53,104000,1,1.465648970234032,1.0059665744261488
15776844,Male,35,75000,0,-0.25358735848624026,0.1543857334903445
15717560,Female,38,65000,0,0.03295202963380511,-0.139262832349588
15629739,Female,47,51000,1,0.8925701939939412,-0.5503708245254936
15729908,Male,47,105000,1,0.8925701939939412,1.035331431010142
15716781,Female,41,63000,0,0.3194914177538505,-0.1979925455175745
15646936,Male,53,72000,1,1.465648970234032,0.06629116373836477
15768151,Female,54,108000,1,1.5611620996073805,1.123426000762122
15579212,Male,39,77000,0,0.12846515900715358,0.21311544665833101
15721835,Male,38,61000,0,0.03295202963380511,-0.25672225868556103
15800515,Female,38,113000,1,0.03295202963380511,1.2702502836820881
15591279,Male,37,75000,0,-0.06256109973954335,0.1543857334903445
15587419,Female,42,90000,1,0.415004547127199,0.5948585822502434
15750335,Female,37,57000,0,-0.06256109973954335,-0.37418168502153404
15699619,Male,36,99000,1,-0.15807422911289182,0.8591422915061826
15606472,Male,60,34000,1,2.134240875847471,-1.0495733864533787
15778368,Male,54,70000,1,1.5611620996073805,0.007561450570378263
15671387,Female,41,72000,0,0.3194914177538505,0.06629116373836477
15573926,Male,40,71000,1,0.22397828838050202,0.036926307154371514
15709183,Male,42,54000,0,0.415004547127199,-0.46227625477351375
15577514,Male,43,129000,1,0.5105176765005474,1.7400879890259802
15778830,Female,53,34000,1,1.465648970234032,-1.0495733864533787
15768072,Female,47,50000,1,0.8925701939939412,-0.5797356811094868
15768293,Female,42,79000,0,0.415004547127199,0.2718451598263175
15654456,Male,42,104000,1,0.415004547127199,1.0059665744261488
15807525,Female,59,29000,1,2.0387277464741227,-1.1963976693733451
15574372,Female,58,47000,1,1.9432146171007743,-0.6678302508614665
15671249,Male,46,88000,1,0.7970570646205928,0.5361288690822568
15779744,Male,38,71000,0,0.03295202963380511,0.036926307154371514
15624755,Female,54,26000,1,1.5611620996073805,-1.2844922391253248
15611430,Female,60,46000,1,2.134240875847471,-0.6971951074454598
15774744,Male,60,83000,1,2.134240875847471,0.3893045861622905
15629885,Female,39,73000,0,0.12846515900715358,0.09565602032235802
15708791,Male,59,130000,1,2.0387277464741227,1.7694528456099734
15793890,Female,37,80000,0,-0.06256109973954335,0.3012100164103108
15646091,Female,46,32000,1,0.7970570646205928,-1.1083030996213654
15596984,Female,46,74000,0,0.7970570646205928,0.12502087690635127
15800215,Female,42,53000,0,0.415004547127199,-0.49164111135750704
15577806,Male,41,87000,1,0.3194914177538505,0.5067640124982635
15749381,Female,58,23000,1,1.9432146171007743,-1.3725868088773046
15683758,Male,42,64000,0,0.415004547127199,-0.16862768893358124
15670615,Male,48,33000,1,0.9880833233672897,-1.0789382430373722
15715622,Female,44,139000,1,0.6060308058738959,2.0337365548659125
15707634,Male,49,28000,1,1.083596452740638,-1.2257625259573384
15806901,Female,57,33000,1,1.8477014877274258,-1.0789382430373722
15775335,Male,56,60000,1,1.7521883583540774,-0.28608711526955427
15724150,Female,49,39000,1,1.083596452740638,-0.9027491035334125
15627220,Male,39,71000,0,0.12846515900715358,0.036926307154371514
15672330,Male,47,34000,1,0.8925701939939412,-1.0495733864533787
15668521,Female,48,35000,1,0.9880833233672897,-1.0202085298693855
15807837,Male,48,33000,1,0.9880833233672897,-1.0789382430373722
15592570,Male,47,23000,1,0.8925701939939412,-1.3725868088773046
15748589,Female,45,45000,1,0.7015439352472443,-0.726559964029453
15635893,Male,60,42000,1,2.134240875847471,-0.8146545337814328
15757632,Female,39,59000,0,0.12846515900715358,-0.3154519718535475
15691863,Female,46,41000,1,0.7970570646205928,-0.8440193903654261
15706071,Male,51,23000,1,1.2746227114873352,-1.3725868088773046
15654296,Female,50,20000,1,1.1791095821139865,-1.4606813786292843
15755018,Male,36,33000,0,-0.15807422911289182,-1.0789382430373722
15594041,Female,49,36000,1,1.083596452740638,-0.9908436732853924
