2,3,4,sum,Unnamed: 5,Unnamed: 5_label_encoded
10344,546,3844,14889,yes,0
11423,239,3079,14916,yes,0
10374,429,3859,14971,yes,0
10801,404,3529,14985,yes,0
10630,182,4049,14989,yes,0
11620,232,3037,15006,yes,0
11261,309,3312,15006,yes,0
10973,839,3097,15019,yes,0
10900,626,3240,15020,yes,0
10696,785,3121,15020,yes,0
10663,525,3628,15032,yes,0
10110,370,4392,15032,yes,0
10838,433,3480,15034,yes,0
10714,693,3425,15058,yes,0
10662,780,3394,15069,yes,0
10019,196,4414,15105,yes,0
11628,229,3115,15107,yes,0
10951,168,3522,15108,yes,0
10126,503,4202,15124,yes,0
10397,275,4204,15125,yes,0
11310,292,3404,15131,yes,0
11499,146,3187,15136,yes,0
11260,436,3322,15143,yes,0
11126,734,3003,15152,yes,0
11217,195,3634,15157,yes,0
10654,122,3992,15168,yes,0
11751,105,3165,15175,yes,0
10859,695,3269,15179,yes,0
10710,676,3374,15181,yes,0
10724,219,3984,15193,yes,0
10413,236,4361,15203,yes,0
11253,662,3181,15206,yes,0
11069,665,3322,15213,yes,0
10893,207,3784,15220,yes,0
11089,431,3338,15236,yes,0
10433,833,3690,15237,yes,0
10882,332,3711,15239,yes,0
11545,128,3273,15243,yes,0
10615,881,3575,15243,yes,0
11474,232,3283,15244,yes,0
11011,384,3748,15245,yes,0
10370,443,3939,15249,yes,0
11493,141,3507,15253,yes,0
11821,222,3068,15256,yes,0
10855,466,3829,15260,yes,0
10721,821,3365,15263,yes,0
10754,538,3840,15267,yes,0
11119,163,3830,15280,yes,0
10526,190,4193,15284,yes,0
11302,365,3251,15288,yes,0
11533,221,3114,15292,yes,0
10372,765,3737,15296,yes,0
10102,778,4236,15322,yes,0
11027,405,3675,15340,yes,0
11454,479,3118,15348,yes,0
10044,109,4784,15352,yes,0
10453,583,4039,15352,yes,0
11197,580,3340,15354,yes,0
10265,476,4275,15367,yes,0
11771,134,3024,15374,yes,0
10671,217,4313,15380,yes,0
10883,755,3315,15381,yes,0
10089,713,4400,15392,yes,0
10379,572,4287,15399,yes,0
11203,180,3781,15408,yes,0
10009,489,4586,15422,yes,0
11274,129,3854,15427,yes,0
10386,600,4343,15453,yes,0
10985,238,4096,15453,yes,0
11287,773,3064,15454,yes,0
10416,732,3829,15455,yes,0
10845,917,3338,15455,yes,0
10185,391,4682,15455,yes,0
10093,709,4281,15459,yes,0
10984,661,3545,15459,yes,0
10291,429,4529,15466,yes,0
10699,618,3949,15467,yes,0
10461,390,4374,15480,yes,0
11284,231,3801,15482,yes,0
11833,202,3212,15492,yes,0
11012,711,3647,15497,yes,0
10794,464,3825,15498,yes,0
11283,388,3476,15505,yes,0
11271,141,3844,15508,yes,0
11782,326,3279,15515,yes,0
11377,645,3196,15522,yes,0
10561,788,3848,15526,yes,0
10266,194,4745,15527,yes,0
11978,106,3187,15547,yes,0
10777,811,3765,15551,yes,0
10176,626,4353,15553,yes,0
10298,856,3909,15557,yes,0
11295,341,3615,15560,yes,0
11314,965,3156,15560,yes,0
11511,650,3020,15563,yes,0
10636,914,3888,15568,yes,0
10246,945,3933,15568,yes,0
11654,167,3321,15570,yes,0
10698,557,4020,15576,yes,0
10877,688,3655,15581,yes,0
12025,249,3179,15582,yes,0
10944,206,4075,15585,yes,0
10808,106,4328,15586,yes,0
10262,743,4463,15588,yes,0
10762,773,3688,15589,yes,0
10456,552,4304,15604,yes,0
10471,508,4382,15613,yes,0
10377,133,4952,15627,yes,0
10330,845,4328,15629,yes,0
10090,800,4496,15638,yes,0
10638,854,3800,15647,yes,0
10372,801,4320,15650,yes,0
11140,377,3763,15651,yes,0
10389,575,4465,15679,yes,0
10436,914,4045,15683,yes,0
11011,879,3518,15685,yes,0
10993,826,3710,15686,yes,0
11060,381,4086,15687,yes,0
11693,719,3066,15689,yes,0
10794,261,4425,15690,yes,0
10640,401,4316,15701,yes,0
10443,211,4609,15702,yes,0
11481,213,3626,15721,yes,0
11835,381,3339,15725,yes,0
11660,430,3257,15727,yes,0
11416,242,3768,15730,yes,0
10058,887,4444,15730,yes,0
10111,677,4599,15732,yes,0
11362,633,3329,15736,yes,0
10891,825,3841,15740,yes,0
11743,508,3012,15743,yes,0
10005,566,4722,15758,yes,0
11322,400,3695,15760,yes,0
10658,883,4087,15764,yes,0
10236,467,4953,15766,yes,0
11430,679,3343,15774,yes,0
10989,830,3803,15779,yes,0
10313,769,4543,15779,yes,0
11196,605,3712,15786,yes,0
11414,527,3706,15798,yes,0
10401,478,4557,15827,yes,0
10148,862,4387,15829,yes,0
10652,126,4667,15832,yes,0
10272,580,4578,15842,yes,0
11230,341,4125,15844,yes,0
11318,906,3269,15844,yes,0
11050,731,3709,15858,yes,0
11093,271,4098,15858,yes,0
11776,265,3354,15864,yes,0
10317,947,4171,15873,yes,0
10507,155,4967,15873,yes,0
12095,147,3232,15875,yes,0
10158,703,4817,15884,yes,0
10150,474,4903,15885,yes,0
11017,439,4268,15889,yes,0
11152,149,4159,15899,yes,0
10701,913,3988,15910,yes,0
11810,166,3647,15916,yes,0
10645,115,4699,15919,yes,0
11848,196,3400,15923,yes,0
12124,259,3395,15926,yes,0
10795,724,4064,15927,yes,0
10076,806,4669,15930,yes,0
12030,627,3098,15941,yes,0
12541,172,3065,15945,yes,0
11352,262,4214,15949,yes,0
10106,991,4622,15951,yes,0
11540,156,3804,15984,yes,0
11450,682,3461,15986,yes,0
10479,887,4375,15988,yes,0
11083,336,4340,15990,yes,0
11343,610,3829,16005,yes,0
10380,924,4284,16010,yes,0
10796,922,3884,16032,yes,0
11123,443,4271,16033,yes,0
11653,305,3747,16035,yes,0
12146,366,3394,16046,yes,0
10900,311,4450,16046,yes,0
11849,768,3204,16046,yes,0
11219,354,4296,16047,yes,0
10961,579,4311,16052,yes,0
11003,928,3724,16063,yes,0
12125,700,3138,16067,yes,0
10555,521,4768,16076,yes,0
10379,276,4971,16083,yes,0
10901,825,4252,16085,yes,0
11402,550,3865,16095,yes,0
11701,628,3371,16111,yes,0
10419,550,4894,16111,yes,0
11059,428,4377,16112,yes,0
10895,942,4042,16145,yes,0
11725,991,3211,16151,yes,0
12033,440,3404,16153,yes,0
11494,318,4003,16154,yes,0
12691,244,3072,16155,yes,0
11084,391,4335,16159,yes,0
10762,317,4673,16161,yes,0
10782,773,4492,16171,yes,0
11437,472,3926,16187,yes,0
11072,502,4436,16195,yes,0
11897,868,3280,16200,yes,0
10679,787,4256,16200,yes,0
10993,980,3962,16202,yes,0
10978,113,4789,16215,yes,0
10978,423,4727,16241,yes,0
10725,181,4990,16243,yes,0
12333,508,3014,16249,yes,0
11172,788,3823,16251,yes,0
10388,518,4869,16264,yes,0
11144,187,4745,16264,yes,0
11316,913,3888,16280,yes,0
11025,694,4242,16284,yes,0
11124,624,4408,16284,yes,0
11600,481,3951,16285,yes,0
10678,995,4296,16287,yes,0
11854,265,3742,16305,yes,0
11733,395,3846,16305,yes,0
12035,937,3216,16316,yes,0
11664,943,3430,16316,yes,0
10529,477,4900,16325,yes,0
10889,549,4414,16329,yes,0
11846,336,3919,16332,yes,0
11944,278,3714,16334,yes,0
10760,911,4430,16343,yes,0
10052,991,4912,16344,yes,0
12254,668,3260,16349,yes,0
10336,789,4842,16353,yes,0
12098,682,3447,16356,yes,0
11368,148,4554,16360,yes,0
11658,197,4228,16364,yes,0
12396,495,3045,16370,yes,0
11702,979,3228,16370,yes,0
10852,564,4703,16371,yes,0
12192,157,3589,16373,yes,0
10758,543,4980,16382,yes,0
10866,892,4145,16387,yes,0
11630,643,3974,16390,yes,0
10561,701,4933,16399,yes,0
11534,285,4157,16401,yes,0
11958,563,3639,16401,yes,0
12146,590,3527,16402,yes,0
11252,643,4098,16404,yes,0
12466,304,3246,16407,yes,0
10644,737,4551,16409,yes,0
11907,393,3633,16414,yes,0
12517,403,3017,16418,yes,0
12230,460,3608,16439,yes,0
11616,249,4365,16442,yes,0
11421,407,4116,16442,yes,0
12049,763,3363,16447,yes,0
12315,583,3239,16449,yes,0
12339,258,3740,16451,yes,0
11814,789,3666,16458,yes,0
11148,992,3948,16463,yes,0
12328,395,3643,16466,yes,0
12151,510,3313,16468,yes,0
11657,326,4052,16471,yes,0
11563,200,4417,16471,yes,0
11040,283,4733,16475,yes,0
11374,398,4360,16477,yes,0
11736,685,3698,16478,yes,0
10684,662,4882,16481,yes,0
12372,494,3361,16484,yes,0
10713,819,4671,16489,yes,0
11307,873,4040,16500,yes,0
10689,618,4933,16502,yes,0
11244,110,4800,16504,yes,0
11928,768,3580,16504,yes,0
12934,309,3112,16506,yes,0
10712,901,4553,16507,yes,0
11136,994,4071,16513,yes,0
12179,349,3881,16522,yes,0
11645,355,4333,16528,yes,0
11023,852,4281,16528,yes,0
11834,314,4213,16530,yes,0
11703,545,4133,16531,yes,0
12256,264,3576,16531,yes,0
12223,345,3550,16538,yes,0
12190,225,3852,16550,yes,0
11018,669,4743,16554,yes,0
11641,109,4641,16562,yes,0
12564,430,3313,16569,yes,0
12030,489,3831,16569,yes,0
12443,387,3284,16575,yes,0
11424,228,4773,16575,yes,0
12110,855,3493,16576,yes,0
11140,965,4127,16583,yes,0
11998,967,3136,16586,yes,0
10924,805,4623,16596,yes,0
12058,764,3487,16598,yes,0
11460,107,4766,16601,yes,0
11598,365,4398,16608,yes,0
11798,996,3601,16617,yes,0
11498,910,3851,16618,yes,0
12291,820,3025,16621,yes,0
11816,626,3754,16629,yes,0
12191,992,3177,16631,yes,0
11170,847,4366,16632,yes,0
11076,569,4669,16640,yes,0
11188,492,4606,16651,yes,0
12070,808,3653,16652,yes,0
12848,166,3374,16659,yes,0
11726,663,3995,16662,yes,0
11809,908,3735,16673,yes,0
11753,793,3815,16699,yes,0
11660,686,4065,16701,yes,0
10736,780,4783,16710,yes,0
11006,887,4452,16720,yes,0
10945,915,4530,16720,yes,0
10931,847,4621,16721,yes,0
11442,767,4347,16725,yes,0
12585,549,3251,16730,yes,0
12276,467,3701,16741,yes,0
12574,194,3574,16749,yes,0
12475,134,3916,16752,yes,0
10811,857,4671,16758,yes,0
12625,156,3869,16768,yes,0
11151,677,4805,16775,yes,0
12496,519,3293,16776,yes,0
11269,282,4745,16778,yes,0
11713,581,4114,16783,yes,0
12332,419,3619,16786,yes,0
12205,906,3374,16795,yes,0
13281,300,3125,16809,yes,0
11808,532,4047,16809,yes,0
10828,925,4711,16813,yes,0
12000,397,3953,16814,yes,0
11061,751,4836,16815,yes,0
12000,328,4245,16820,yes,0
12938,359,3329,16823,yes,0
13032,246,3435,16834,yes,0
11690,411,4476,16846,yes,0
10942,535,4871,16847,yes,0
12311,197,4123,16852,yes,0
12397,401,3597,16853,yes,0
12837,318,3490,16856,yes,0
12663,111,3588,16858,yes,0
12982,272,3139,16860,yes,0
11463,357,4726,16860,yes,0
13119,175,3359,16862,yes,0
12720,755,3204,16862,yes,0
12246,670,3561,16871,yes,0
12055,632,3990,16880,yes,0
10840,946,4930,16883,yes,0
12951,272,3344,16887,yes,0
10742,769,4901,16890,yes,0
12006,978,3521,16902,yes,0
11066,919,4495,16909,yes,0
11876,128,4452,16914,yes,0
11264,678,4768,16918,yes,0
12271,582,3823,16918,yes,0
11402,833,4442,16919,yes,0
11486,613,4337,16934,yes,0
11439,573,4523,16938,yes,0
12985,418,3266,16950,yes,0
13533,287,3005,16953,yes,0
11975,970,3588,16955,yes,0
12290,478,3923,16967,yes,0
12067,966,3725,16972,yes,0
12184,404,4260,16973,yes,0
12830,495,3491,16990,yes,0
11108,861,4806,16992,yes,0
12510,692,3678,16996,yes,0
11618,811,4081,16998,yes,0
12844,342,3472,17001,yes,0
12356,713,3454,17005,yes,0
11547,331,4756,17005,yes,0
12851,167,3777,17008,yes,0
10854,705,4987,17008,yes,0
11310,454,4966,17016,yes,0
12135,775,3815,17018,yes,0
11793,951,3994,17021,yes,0
12470,196,4078,17029,yes,0
11901,360,4285,17029,yes,0
11770,359,4637,17033,yes,0
12028,309,4474,17038,yes,0
11791,520,4626,17041,yes,0
12100,187,4553,17051,yes,0
11305,460,4840,17054,yes,0
12232,824,3729,17059,yes,0
11484,432,4957,17063,yes,0
11642,192,4860,17063,yes,0
12536,360,3819,17064,yes,0
11370,272,4984,17067,yes,0
12625,340,3666,17079,yes,0
12050,943,3722,17086,yes,0
12133,160,4314,17095,yes,0
12141,585,4033,17100,yes,0
12431,409,3802,17104,yes,0
10779,957,4880,17109,yes,0
12352,138,4340,17111,yes,0
12001,242,4424,17119,yes,0
12198,885,3910,17121,yes,0
13006,411,3355,17133,yes,0
12173,447,4095,17136,yes,0
12266,885,3637,17151,yes,0
11219,469,4968,17156,yes,0
11312,427,4993,17164,yes,0
13560,256,3250,17166,yes,0
13230,174,3584,17166,yes,0
12258,350,4362,17166,yes,0
12507,368,3946,17195,yes,0
11884,239,4715,17221,yes,0
11694,428,4661,17221,yes,0
13115,399,3350,17222,yes,0
11994,650,4365,17222,yes,0
11753,617,4632,17234,yes,0
13113,251,3627,17235,yes,0
13038,569,3506,17241,yes,0
12236,950,3657,17242,yes,0
12120,568,4340,17253,yes,0
13051,519,3186,17254,yes,0
12191,461,4507,17266,No,1
12416,216,4514,17267,No,1
13027,381,3660,17269,No,1
11193,743,4864,17276,No,1
13522,107,3285,17277,No,1
12687,140,4035,17286,No,1
12155,371,4372,17306,No,1
12705,834,3589,17310,No,1
12315,568,4134,17316,No,1
11975,570,4579,17322,No,1
13094,113,3688,17335,No,1
12673,102,4429,17338,No,1
13698,185,3228,17342,No,1
12863,678,3516,17344,No,1
12478,417,4190,17345,No,1
13556,213,3137,17350,No,1
12697,797,3449,17355,No,1
12999,119,4136,17361,No,1
11805,957,4182,17365,No,1
12117,181,4961,17369,No,1
12821,888,3509,17383,No,1
12339,592,4085,17383,No,1
12078,522,4583,17383,No,1
11720,765,4473,17383,No,1
12147,765,4076,17384,No,1
12276,214,4659,17395,No,1
13392,144,3540,17398,No,1
13477,224,3217,17401,No,1
12776,399,3815,17404,No,1
11436,985,4606,17409,No,1
12108,980,3949,17417,No,1
11488,845,4761,17422,No,1
12665,104,4367,17428,No,1
12534,433,4148,17433,No,1
13625,147,3393,17435,No,1
12228,398,4418,17438,No,1
14065,123,3060,17439,No,1
11822,613,4860,17440,No,1
13556,459,3184,17440,No,1
11900,238,4909,17455,No,1
13352,393,3337,17465,No,1
12446,850,4014,17470,No,1
12524,891,3848,17473,No,1
11344,648,4999,17478,No,1
12246,292,4820,17480,No,1
13519,143,3630,17482,No,1
13079,705,3477,17502,No,1
12119,490,4415,17507,No,1
11952,436,4895,17507,No,1
12016,900,4355,17511,No,1
12604,589,3897,17512,No,1
13445,113,3815,17513,No,1
12557,889,3847,17518,No,1
11627,759,4838,17526,No,1
12413,654,4203,17533,No,1
12162,317,4580,17537,No,1
12686,412,4273,17545,No,1
12454,282,4347,17550,No,1
13439,191,3720,17554,No,1
12894,521,3669,17556,No,1
11759,905,4517,17557,No,1
12589,531,4168,17558,No,1
13274,863,3260,17572,No,1
12468,815,3858,17573,No,1
13696,584,3020,17575,No,1
13869,222,3075,17576,No,1
11735,593,4947,17577,No,1
13342,683,3273,17579,No,1
12167,667,4487,17580,No,1
13071,798,3270,17581,No,1
13621,575,3283,17583,No,1
12806,694,3840,17592,No,1
12879,367,3991,17599,No,1
12727,113,4344,17608,No,1
11931,932,4292,17612,No,1
12672,901,3795,17632,No,1
12187,113,4881,17645,No,1
12088,633,4733,17667,No,1
12065,640,4728,17671,No,1
12409,144,4784,17674,No,1
13341,231,3986,17681,No,1
12980,419,4014,17681,No,1
12869,774,3812,17687,No,1
12682,406,4180,17691,No,1
12779,639,3987,17697,No,1
13167,381,3826,17700,No,1
12366,258,4852,17700,No,1
13365,495,3736,17700,No,1
12630,145,4517,17704,No,1
12552,357,4582,17711,No,1
13066,788,3469,17713,No,1
12142,811,4559,17714,No,1
14040,193,3268,17716,No,1
13897,139,3307,17718,No,1
12025,709,4846,17721,No,1
13550,838,3195,17721,No,1
13110,253,3891,17723,No,1
13631,144,3554,17727,No,1
12745,368,4180,17745,No,1
13424,498,3609,17749,No,1
12873,359,4180,17761,No,1
12496,822,4137,17764,No,1
12804,997,3782,17769,No,1
12563,401,4499,17775,No,1
11990,953,4439,17775,No,1
13645,355,3435,17778,No,1
12972,380,4014,17778,No,1
13474,440,3758,17781,No,1
12078,979,4539,17782,No,1
12854,248,4202,17785,No,1
11930,668,4947,17786,No,1
12624,395,4329,17789,No,1
12581,485,4482,17790,No,1
13144,548,3643,17791,No,1
13551,699,3417,17792,No,1
12084,396,4818,17794,No,1
13109,774,3472,17803,No,1
12903,832,3759,17806,No,1
12706,696,4293,17812,No,1
13282,853,3337,17826,No,1
12346,859,4360,17826,No,1
13724,147,3643,17826,No,1
11570,908,4873,17830,No,1
11557,876,5000,17833,No,1
13070,101,4313,17833,No,1
13210,309,4171,17835,No,1
13725,792,3023,17845,No,1
13057,189,4134,17845,No,1
13747,275,3698,17864,No,1
11654,912,4927,17870,No,1
13365,586,3534,17880,No,1
13247,212,4023,17892,No,1
13520,528,3474,17900,No,1
13459,818,3185,17905,No,1
12767,630,4049,17913,No,1
11989,979,4654,17919,No,1
13127,420,4271,17920,No,1
13875,266,3356,17920,No,1
12248,820,4441,17920,No,1
13668,612,3286,17930,No,1
13561,884,3042,17938,No,1
13241,748,3588,17942,No,1
14244,291,3229,17942,No,1
12055,594,4944,17952,No,1
14079,104,3386,17954,No,1
13978,396,3166,17960,No,1
13228,429,4197,17973,No,1
13113,740,3844,17976,No,1
13290,557,3701,17988,No,1
13865,645,3020,17999,No,1
13540,236,4047,18000,No,1
12651,246,4893,18001,No,1
12830,523,4337,18009,No,1
13008,660,3846,18013,No,1
14371,126,3265,18020,No,1
13698,175,4020,18020,No,1
13314,625,3870,18021,No,1
13342,518,3827,18021,No,1
12408,356,4815,18023,No,1
13494,798,3545,18040,No,1
14404,162,3050,18045,No,1
12590,513,4538,18054,No,1
13897,293,3683,18055,No,1
13845,408,3335,18065,No,1
12864,432,4289,18066,No,1
12715,460,4453,18073,No,1
13598,857,3388,18088,No,1
13354,330,4248,18092,No,1
11964,879,4773,18098,No,1
14030,577,3263,18099,No,1
12442,253,4932,18113,No,1
14272,383,3108,18115,No,1
12645,435,4622,18116,No,1
13070,438,4380,18118,No,1
13569,758,3407,18122,No,1
12408,736,4514,18126,No,1
13438,977,3585,18129,No,1
12745,276,4818,18135,No,1
12628,608,4508,18142,No,1
13439,283,4173,18143,No,1
12644,629,4611,18148,No,1
13619,138,4041,18152,No,1
12810,271,4926,18153,No,1
13791,277,3934,18154,No,1
12970,225,4568,18155,No,1
13223,868,3735,18158,No,1
13682,185,3978,18186,No,1
13528,635,3813,18188,No,1
13473,462,3917,18188,No,1
14033,744,3262,18195,No,1
13455,105,4429,18199,No,1
14452,251,3122,18199,No,1
12904,108,4725,18208,No,1
13372,265,4466,18209,No,1
13614,728,3711,18210,No,1
14009,415,3514,18223,No,1
12967,480,4467,18223,No,1
14035,654,3168,18226,No,1
12471,894,4369,18226,No,1
12754,599,4500,18228,No,1
13151,179,4504,18246,No,1
13222,507,4204,18249,No,1
13730,623,3517,18250,No,1
12936,199,4675,18269,No,1
12290,994,4494,18276,No,1
12413,947,4618,18284,No,1
13952,990,3070,18286,No,1
13120,147,4702,18287,No,1
12759,595,4507,18289,No,1
13020,350,4494,18294,No,1
13424,256,4477,18295,No,1
14413,117,3513,18297,No,1
12833,728,4294,18307,No,1
14334,275,3354,18318,No,1
13453,965,3753,18319,No,1
12519,451,4904,18323,No,1
14285,153,3430,18323,No,1
13975,382,3484,18324,No,1
13910,370,3787,18328,No,1
12750,996,4122,18334,No,1
14092,752,3260,18336,No,1
13354,414,4393,18338,No,1
12296,963,4902,18345,No,1
14084,658,3323,18359,No,1
13677,404,4001,18359,No,1
12474,635,4774,18366,No,1
13649,501,3774,18369,No,1
14309,254,3561,18370,No,1
14595,442,3162,18375,No,1
13626,581,3848,18380,No,1
13418,115,4730,18385,No,1
14202,427,3399,18387,No,1
14117,560,3240,18388,No,1
13570,886,3781,18391,No,1
13328,606,4123,18395,No,1
14193,600,3212,18403,No,1
13864,368,3914,18405,No,1
13080,738,4423,18407,No,1
12726,827,4411,18409,No,1
12397,985,4779,18409,No,1
13583,284,4206,18410,No,1
13379,715,4049,18412,No,1
13222,359,4374,18415,No,1
13961,637,3349,18437,No,1
13006,264,4871,18439,No,1
13068,408,4767,18444,No,1
13508,303,4496,18445,No,1
14896,147,3251,18448,No,1
13941,492,3575,18448,No,1
13111,186,4663,18448,No,1
13701,353,4140,18465,No,1
13051,283,4718,18472,No,1
14254,238,3747,18472,No,1
13607,746,3822,18481,No,1
13353,917,4089,18485,No,1
14488,187,3528,18488,No,1
14434,229,3645,18495,No,1
13637,370,4017,18502,No,1
14528,356,3435,18502,No,1
12346,868,4859,18506,No,1
13739,450,4215,18535,No,1
12945,522,4807,18551,No,1
13522,872,4062,18563,No,1
13845,158,4220,18565,No,1
13380,205,4585,18570,No,1
14306,389,3465,18573,No,1
13003,651,4758,18576,No,1
12690,837,4927,18585,No,1
13288,483,4480,18585,No,1
13121,351,4960,18589,No,1
12824,992,4535,18594,No,1
13329,271,4583,18599,No,1
13255,796,4338,18603,No,1
12862,479,4970,18605,No,1
14569,735,3104,18618,No,1
13244,631,4493,18634,No,1
13937,383,4030,18642,No,1
13495,211,4477,18655,No,1
13926,225,4177,18665,No,1
12687,975,4879,18666,No,1
14902,432,3037,18669,No,1
13478,919,3803,18674,No,1
13258,465,4809,18678,No,1
13475,916,3994,18680,No,1
13338,691,4249,18689,No,1
13924,825,3720,18693,No,1
14116,273,4040,18706,No,1
13572,576,4135,18708,No,1
14515,228,3842,18709,No,1
12549,967,4780,18713,No,1
14208,842,3262,18714,No,1
14078,481,3870,18715,No,1
14100,530,3838,18719,No,1
13283,443,4888,18728,No,1
13118,732,4633,18729,No,1
14227,776,3602,18729,No,1
14099,776,3655,18730,No,1
13351,770,4331,18737,No,1
13299,697,4542,18741,No,1
14761,299,3465,18744,No,1
13326,210,4813,18744,No,1
14648,323,3664,18747,No,1
14895,496,3255,18749,No,1
13476,748,4386,18758,No,1
13060,807,4581,18758,No,1
14187,766,3507,18770,No,1
13883,276,4124,18775,No,1
13549,807,4056,18781,No,1
14798,195,3639,18782,No,1
13412,358,4557,18794,No,1
13812,700,3791,18797,No,1
13455,856,4351,18800,No,1
14091,377,3890,18810,No,1
14067,149,4368,18826,No,1
13968,610,3925,18826,No,1
13202,680,4578,18829,No,1
13956,705,3956,18832,No,1
13101,770,4575,18851,No,1
13894,606,4014,18853,No,1
13500,266,4635,18858,No,1
14797,763,3125,18860,No,1
13602,207,4910,18861,No,1
13464,121,4852,18879,No,1
14260,913,3527,18885,No,1
13610,546,4286,18885,No,1
13775,150,4765,18889,No,1
14861,785,3068,18896,No,1
13992,571,4155,18897,No,1
14393,696,3482,18905,No,1
13924,100,4617,18909,No,1
13919,233,4569,18911,No,1
13887,223,4699,18911,No,1
14730,518,3543,18915,No,1
14314,841,3572,18915,No,1
14502,681,3547,18915,No,1
14348,337,4112,18919,No,1
13546,405,4825,18921,No,1
14060,132,4272,18922,No,1
13037,954,4710,18923,No,1
14302,860,3615,18939,No,1
14788,928,3121,18947,No,1
14681,177,3690,18949,No,1
13530,869,4102,18957,No,1
13421,790,4361,18959,No,1
13389,614,4669,18965,No,1
13912,169,4523,18971,No,1
14250,313,4200,18974,No,1
14504,706,3655,18975,No,1
13526,920,4191,18975,No,1
13204,787,4778,18991,No,1
13061,694,4967,18994,No,1
14250,835,3506,18994,No,1
14318,412,3910,18998,No,1
13514,363,4641,18998,No,1
13266,965,4328,19001,No,1
13263,831,4523,19003,No,1
13463,964,4274,19011,No,1
14642,735,3493,19019,No,1
13742,878,4281,19034,No,1
14752,185,3991,19036,No,1
14766,847,3130,19054,No,1
14397,361,4160,19059,No,1
13900,108,4646,19068,No,1
13757,467,4637,19074,No,1
13345,717,4866,19076,No,1
13794,867,4203,19085,No,1
14045,166,4680,19093,No,1
13437,823,4626,19097,No,1
14308,337,4177,19117,No,1
14854,796,3349,19119,No,1
14248,384,4285,19119,No,1
13990,737,4038,19127,No,1
13058,952,4929,19134,No,1
13100,916,4665,19135,No,1
14720,630,3573,19137,No,1
14376,124,4492,19149,No,1
13910,500,4388,19149,No,1
14384,352,4082,19150,No,1
14976,669,3211,19151,No,1
14308,757,3650,19151,No,1
14046,173,4770,19154,No,1
13219,608,4932,19156,No,1
14175,577,4092,19160,No,1
14819,559,3505,19161,No,1
13784,571,4473,19163,No,1
13961,638,4090,19163,No,1
13689,334,4761,19166,No,1
13702,821,4292,19176,No,1
13908,328,4511,19176,No,1
13829,422,4508,19181,No,1
14951,652,3426,19187,No,1
13454,389,4950,19198,No,1
14659,390,3981,19201,No,1
14140,679,3974,19202,No,1
14903,659,3433,19210,No,1
13954,245,4751,19216,No,1
14005,454,4652,19220,No,1
14167,723,4036,19223,No,1
13513,694,4904,19236,No,1
13418,883,4583,19242,No,1
14016,866,4210,19245,No,1
13812,743,4402,19246,No,1
13900,714,4390,19248,No,1
14038,781,4255,19260,No,1
14081,941,3805,19271,No,1
14993,603,3450,19278,No,1
14864,920,3369,19284,No,1
13448,770,4749,19296,No,1
14252,606,4005,19301,No,1
14276,737,3807,19303,No,1
14061,325,4686,19307,No,1
13351,797,4913,19319,No,1
14373,352,4440,19327,No,1
13974,582,4352,19333,No,1
13924,493,4635,19336,No,1
13560,911,4487,19340,No,1
14715,282,4066,19341,No,1
13583,905,4662,19343,No,1
